"","speciesId","species_lsid","family","genus","species","subspecies","author","year","parentheses","distribution"
"1263",1296,"urn:lsid:nmbe.ch:spidersp:022693","Amaurobiidae","Callobius","nevadensis","","Simon",1884,1,"USA"
"1264",1297,"urn:lsid:nmbe.ch:spidersp:022694","Amaurobiidae","Callobius","nomeus","","Chamberlin",1919,1,"USA, Canada"
"1265",1298,"urn:lsid:nmbe.ch:spidersp:022695","Amaurobiidae","Callobius","olympus","","Chamberlin & Ivie",1947,1,"USA"
"1266",1299,"urn:lsid:nmbe.ch:spidersp:022696","Amaurobiidae","Callobius","panther","","Leech",1972,0,"USA"
"1267",1300,"urn:lsid:nmbe.ch:spidersp:022697","Amaurobiidae","Callobius","paskenta","","Leech",1972,0,"USA"
"1268",1301,"urn:lsid:nmbe.ch:spidersp:022698","Amaurobiidae","Callobius","pauculus","","Leech",1972,0,"USA"
"1269",1302,"urn:lsid:nmbe.ch:spidersp:022699","Amaurobiidae","Callobius","paynei","","Leech",1972,0,"USA"
"1270",1303,"urn:lsid:nmbe.ch:spidersp:022700","Amaurobiidae","Callobius","pictus","","Simon",1884,1,"USA, Canada"
"1271",1304,"urn:lsid:nmbe.ch:spidersp:022701","Amaurobiidae","Callobius","rothi","","Leech",1972,0,"USA"
"1272",1305,"urn:lsid:nmbe.ch:spidersp:022702","Amaurobiidae","Callobius","severus","","Simon",1884,1,"USA, Canada"
"1273",1306,"urn:lsid:nmbe.ch:spidersp:022703","Amaurobiidae","Callobius","sierra","","Leech",1972,0,"USA"
"1274",1307,"urn:lsid:nmbe.ch:spidersp:022704","Amaurobiidae","Callobius","tamarus","","Chamberlin & Ivie",1947,1,"USA"
"1275",1308,"urn:lsid:nmbe.ch:spidersp:022705","Amaurobiidae","Callobius","tehama","","Leech",1972,0,"USA"
"1276",1310,"urn:lsid:nmbe.ch:spidersp:043612","Amaurobiidae","Callobius","yakushimensis","","Okumura",2010,0,"Japan"
"1277",1311,"urn:lsid:nmbe.ch:spidersp:040268","Amaurobiidae","Cavernocymbium","prentoglei","","Ubick",2005,0,"USA"
"1278",1312,"urn:lsid:nmbe.ch:spidersp:040269","Amaurobiidae","Cavernocymbium","vetteri","","Ubick",2005,0,"USA"
"1279",1313,"urn:lsid:nmbe.ch:spidersp:022706","Amaurobiidae","Chresiona","convexa","","Simon",1903,0,"South Africa"
"1280",1314,"urn:lsid:nmbe.ch:spidersp:022707","Amaurobiidae","Chresiona","invalida","","Simon",1898,1,"South Africa, Lesotho"
"1281",1315,"urn:lsid:nmbe.ch:spidersp:022708","Amaurobiidae","Chresiona","nigrosignata","","Simon",1903,0,"South Africa"
"1282",1316,"urn:lsid:nmbe.ch:spidersp:022709","Zoropsidae","Ciniflella","lutea","","Mello-Leitão",1921,0,"Brazil"
"1283",1317,"urn:lsid:nmbe.ch:spidersp:022939","Amaurobiidae","Cybaeopsis","armipotens","","Bishop & Crosby",1926,1,"USA"
"1284",1318,"urn:lsid:nmbe.ch:spidersp:022940","Amaurobiidae","Cybaeopsis","euopla","","Bishop & Crosby",1935,1,"Canada, USA"
"1285",1319,"urn:lsid:nmbe.ch:spidersp:022941","Amaurobiidae","Cybaeopsis","hoplites","","Bishop & Crosby",1926,1,"USA"
"1286",1320,"urn:lsid:nmbe.ch:spidersp:022942","Amaurobiidae","Cybaeopsis","hoplomachus","","Bishop & Crosby",1926,1,"USA"
"1287",1321,"urn:lsid:nmbe.ch:spidersp:022943","Amaurobiidae","Cybaeopsis","macaria","","Chamberlin",1947,1,"USA"
"1288",1322,"urn:lsid:nmbe.ch:spidersp:022944","Amaurobiidae","Cybaeopsis","pantopla","","Bishop & Crosby",1935,1,"USA"
"1289",1323,"urn:lsid:nmbe.ch:spidersp:022945","Amaurobiidae","Cybaeopsis","spenceri","","Leech",1972,1,"USA"
"1290",1324,"urn:lsid:nmbe.ch:spidersp:022946","Amaurobiidae","Cybaeopsis","tibialis","","Emerton",1888,1,"USA, Canada"
"1291",1325,"urn:lsid:nmbe.ch:spidersp:022947","Amaurobiidae","Cybaeopsis","typica","","Strand",1907,0,"Russia (Sakhalin, Kurile Is.), Japan"
"1292",1326,"urn:lsid:nmbe.ch:spidersp:022948","Amaurobiidae","Cybaeopsis","wabritaska","","Leech",1972,1,"USA, Canada"
"1293",1327,"urn:lsid:nmbe.ch:spidersp:022949","Amaurobiidae","Dardurus","agrestis","","Davies",1976,0,"Australia (Queensland)"
"1294",1328,"urn:lsid:nmbe.ch:spidersp:022950","Amaurobiidae","Dardurus","nemoralis","","Davies",1976,0,"Australia (Queensland)"
"1295",1329,"urn:lsid:nmbe.ch:spidersp:022951","Amaurobiidae","Dardurus","saltuosus","","Davies",1976,0,"Australia (New South Wales)"
"1296",1330,"urn:lsid:nmbe.ch:spidersp:022952","Amaurobiidae","Dardurus","silvaticus","","Davies",1976,0,"Australia (Queensland)"
"1297",1331,"urn:lsid:nmbe.ch:spidersp:022953","Amaurobiidae","Dardurus","spinipes","","Davies",1976,0,"Australia (Queensland)"
"1298",1332,"urn:lsid:nmbe.ch:spidersp:022954","Amaurobiidae","Dardurus","tamborinensis","","Davies",1976,0,"Australia (Queensland)"
"1299",1333,"urn:lsid:nmbe.ch:spidersp:022965","Amaurobiidae","Daviesa","gallonae","","Davies",1993,1,"Australia (Queensland)"
"1300",1334,"urn:lsid:nmbe.ch:spidersp:022966","Amaurobiidae","Daviesa","lubinae","","Davies",1993,1,"Australia (Queensland)"
"1301",1336,"urn:lsid:nmbe.ch:spidersp:022957","Amaurobiidae","Emmenomma","oculatum","","Simon",1884,0,"Chile, Argentina, Falkland Is."
"1302",1337,"urn:lsid:nmbe.ch:spidersp:020961","Amaurobiidae","Hicanodon","cinerea","","Tullgren",1901,0,"Chile, Argentina"
"1303",1338,"urn:lsid:nmbe.ch:spidersp:041974","Amaurobiidae","Himalmartensus","ausobskyi","","Wang & Zhu",2008,0,"Nepal"
"1304",1339,"urn:lsid:nmbe.ch:spidersp:041975","Amaurobiidae","Himalmartensus","martensi","","Wang & Zhu",2008,0,"Nepal"
"1305",1340,"urn:lsid:nmbe.ch:spidersp:041976","Amaurobiidae","Himalmartensus","nepalensis","","Wang & Zhu",2008,0,"Nepal"
"1306",1341,"urn:lsid:nmbe.ch:spidersp:022958","Toxopidae","Jamara","pisinna","","Davies",1995,0,"Australia (Queensland)"
"1307",1342,"urn:lsid:nmbe.ch:spidersp:022959","Amaurobiidae","Livius","macrospinus","","Roth",1967,0,"Chile"
"1308",1343,"urn:lsid:nmbe.ch:spidersp:022960","Amaurobiidae","Macrobunus","backhauseni","","Simon",1896,1,"Chile, Argentina"
"1309",1344,"urn:lsid:nmbe.ch:spidersp:022961","Amaurobiidae","Macrobunus","caffer","","Simon",1898,1,"South Africa"
"1310",1345,"urn:lsid:nmbe.ch:spidersp:022962","Amaurobiidae","Macrobunus","chilensis","","Simon",1889,1,"Chile"
"1311",1346,"urn:lsid:nmbe.ch:spidersp:022963","Amaurobiidae","Macrobunus","madrynensis","","Tullgren",1901,1,"Argentina"
"1312",1347,"urn:lsid:nmbe.ch:spidersp:022964","Amaurobiidae","Macrobunus","multidentatus","","Tullgren",1902,1,"Chile"
"1313",1348,"urn:lsid:nmbe.ch:spidersp:022967","Amaurobiidae","Maloides","cavernicola","","Forster & Wilton",1973,1,"New Zealand"
"1314",1349,"urn:lsid:nmbe.ch:spidersp:022968","Desidae","Manjala","pallida","","Davies",1990,0,"Australia (Queensland)"
"1315",1350,"urn:lsid:nmbe.ch:spidersp:022969","Desidae","Manjala","plana","","Davies",1990,0,"Australia (Queensland)"
"1316",1351,"urn:lsid:nmbe.ch:spidersp:022970","Desidae","Manjala","spinosa","","Davies",1990,0,"Australia (Queensland)"
"1317",1352,"urn:lsid:nmbe.ch:spidersp:022971","Toxopidae","Midgee","alta","","Davies",1995,0,"Australia (Queensland)"
"1318",1353,"urn:lsid:nmbe.ch:spidersp:022972","Toxopidae","Midgee","bellendenker","","Davies",1995,0,"Australia (Queensland)"
"1319",1354,"urn:lsid:nmbe.ch:spidersp:022973","Toxopidae","Midgee","binnaburra","","Davies",1995,0,"Australia (Queensland)"
"1320",1355,"urn:lsid:nmbe.ch:spidersp:022974","Toxopidae","Midgee","littlei","","Davies",1995,0,"Australia (Queensland)"
"1321",1356,"urn:lsid:nmbe.ch:spidersp:022975","Toxopidae","Midgee","minuta","","Davies",1995,0,"Australia (Queensland)"
"1322",1357,"urn:lsid:nmbe.ch:spidersp:022976","Toxopidae","Midgee","monteithi","","Davies",1995,0,"Australia (Queensland)"
"1323",1358,"urn:lsid:nmbe.ch:spidersp:022977","Toxopidae","Midgee","parva","","Davies",1995,0,"Australia (New South Wales)"
"1324",1359,"urn:lsid:nmbe.ch:spidersp:022978","Toxopidae","Midgee","pumila","","Davies",1995,0,"Australia (Queensland)"
"1325",1360,"urn:lsid:nmbe.ch:spidersp:022979","Toxopidae","Midgee","thompsoni","","Davies",1995,0,"Australia (Queensland)"
"1326",1361,"urn:lsid:nmbe.ch:spidersp:022980","Amaurobiidae","Muritaia","kaituna","","Forster & Wilton",1973,0,"New Zealand"
"1327",1362,"urn:lsid:nmbe.ch:spidersp:022981","Amaurobiidae","Muritaia","longispinata","","Forster & Wilton",1973,0,"New Zealand"
"1328",1363,"urn:lsid:nmbe.ch:spidersp:022982","Amaurobiidae","Muritaia","orientalis","","Forster & Wilton",1973,0,"New Zealand"
"1329",1364,"urn:lsid:nmbe.ch:spidersp:022983","Amaurobiidae","Muritaia","parabusa","","Forster & Wilton",1973,0,"New Zealand"
"1330",1365,"urn:lsid:nmbe.ch:spidersp:022984","Amaurobiidae","Muritaia","suba","","Forster & Wilton",1973,0,"New Zealand"
"1331",1366,"urn:lsid:nmbe.ch:spidersp:037127","Amaurobiidae","Naevius","calilegua","","Compagnucci & Ramírez",2000,0,"Argentina"
"1332",1367,"urn:lsid:nmbe.ch:spidersp:021592","Amaurobiidae","Naevius","manu","","Brescovit & Bonaldo",1996,0,"Peru"
"1333",1368,"urn:lsid:nmbe.ch:spidersp:021593","Amaurobiidae","Naevius","varius","","Keyserling",1879,1,"Peru"
"1334",1369,"urn:lsid:nmbe.ch:spidersp:021594","Amaurobiidae","Naevius","zongo","","Brescovit & Bonaldo",1996,0,"Bolivia"
"1335",1370,"urn:lsid:nmbe.ch:spidersp:022985","Amaurobiidae","Neoporteria","annulata","","Roth",1967,0,"Chile"
"1336",1371,"urn:lsid:nmbe.ch:spidersp:022986","Amaurobiidae","Neoporteria","pracellans","","Mello-Leitão",1943,0,"Chile"
"1337",1372,"urn:lsid:nmbe.ch:spidersp:022988","Amaurobiidae","Neuquenia","pallida","","Mello-Leitão",1940,0,"Argentina"
"1338",1373,"urn:lsid:nmbe.ch:spidersp:022989","Amaurobiidae","Neuquenia","paupercula","","Simon",1905,1,"Argentina"
"1339",1374,"urn:lsid:nmbe.ch:spidersp:022990","Amaurobiidae","Obatala","armata","","Lehtinen",1967,0,"South Africa"
"1340",1375,"urn:lsid:nmbe.ch:spidersp:022993","Amaurobiidae","Otira","canasta","","Forster & Wilton",1973,0,"New Zealand"
"1341",1376,"urn:lsid:nmbe.ch:spidersp:022994","Amaurobiidae","Otira","indura","","Forster & Wilton",1973,0,"New Zealand"
"1342",1377,"urn:lsid:nmbe.ch:spidersp:022995","Amaurobiidae","Otira","liana","","Forster & Wilton",1973,0,"New Zealand"
"1343",1378,"urn:lsid:nmbe.ch:spidersp:022996","Amaurobiidae","Otira","parva","","Forster & Wilton",1973,0,"New Zealand"
"1344",1379,"urn:lsid:nmbe.ch:spidersp:022997","Amaurobiidae","Otira","satura","","Forster & Wilton",1973,0,"New Zealand"
"1345",1380,"urn:lsid:nmbe.ch:spidersp:022999","Amaurobiidae","Otira","terricola","","Forster & Wilton",1973,0,"New Zealand"
"1346",1381,"urn:lsid:nmbe.ch:spidersp:043745","Amaurobiidae","Ovtchinnikovia","caucasica","","Marusik, Kovblyuk & Ponomarev",2010,0,"Russia (Caucasus)"
"1347",1382,"urn:lsid:nmbe.ch:spidersp:022991","Amaurobiidae","Oztira","affinis","","Hickman",1981,1,"Australia (Tasmania)"
"1348",1383,"urn:lsid:nmbe.ch:spidersp:022992","Amaurobiidae","Oztira","aquilonaria","","Davies",1986,1,"Australia (Queensland)"
"1349",1384,"urn:lsid:nmbe.ch:spidersp:044241","Amaurobiidae","Oztira","kroombit","","Milledge",2011,0,"Australia (Queensland)"
"1350",1385,"urn:lsid:nmbe.ch:spidersp:022998","Amaurobiidae","Oztira","summa","","Davies",1986,1,"Australia (Queensland)"
"1351",1386,"urn:lsid:nmbe.ch:spidersp:023000","Cycloctenidae","Pakeha","buechlerae","","Forster & Wilton",1973,0,"New Zealand"
"1352",1387,"urn:lsid:nmbe.ch:spidersp:023001","Cycloctenidae","Pakeha","duplex","","Forster & Wilton",1973,0,"New Zealand"
"1353",1388,"urn:lsid:nmbe.ch:spidersp:023002","Cycloctenidae","Pakeha","hiloa","","Forster & Wilton",1973,0,"New Zealand"
"1354",1389,"urn:lsid:nmbe.ch:spidersp:023003","Cycloctenidae","Pakeha","inornata","","Forster & Wilton",1973,0,"New Zealand"
"1355",1390,"urn:lsid:nmbe.ch:spidersp:023004","Cycloctenidae","Pakeha","insignita","","Forster & Wilton",1973,0,"New Zealand"
"1356",1391,"urn:lsid:nmbe.ch:spidersp:023005","Cycloctenidae","Pakeha","kirki","","Hogg",1909,1,"New Zealand (Snares Is.)"
"1357",1392,"urn:lsid:nmbe.ch:spidersp:023006","Cycloctenidae","Pakeha","lobata","","Forster & Wilton",1973,0,"New Zealand"
"1358",1393,"urn:lsid:nmbe.ch:spidersp:023007","Cycloctenidae","Pakeha","manapouri","","Forster & Wilton",1973,0,"New Zealand"
"1359",1394,"urn:lsid:nmbe.ch:spidersp:023008","Cycloctenidae","Pakeha","maxima","","Forster & Wilton",1973,0,"New Zealand"
"1360",1395,"urn:lsid:nmbe.ch:spidersp:023009","Cycloctenidae","Pakeha","media","","Forster & Wilton",1973,0,"New Zealand"
"1361",1396,"urn:lsid:nmbe.ch:spidersp:023010","Cycloctenidae","Pakeha","minima","","Forster & Wilton",1973,0,"New Zealand"
"1362",1397,"urn:lsid:nmbe.ch:spidersp:023011","Cycloctenidae","Pakeha","paratecta","","Forster & Wilton",1973,0,"New Zealand"
"1363",1398,"urn:lsid:nmbe.ch:spidersp:023012","Cycloctenidae","Pakeha","parrotti","","Forster & Wilton",1973,0,"New Zealand"
"1364",1399,"urn:lsid:nmbe.ch:spidersp:023013","Cycloctenidae","Pakeha","protecta","","Forster & Wilton",1973,0,"New Zealand"
"1365",1400,"urn:lsid:nmbe.ch:spidersp:023014","Cycloctenidae","Pakeha","pula","","Forster & Wilton",1973,0,"New Zealand"
"1366",1401,"urn:lsid:nmbe.ch:spidersp:023015","Cycloctenidae","Pakeha","stewartia","","Forster & Wilton",1973,0,"New Zealand"
"1367",1402,"urn:lsid:nmbe.ch:spidersp:023016","Cycloctenidae","Pakeha","subtecta","","Forster & Wilton",1973,0,"New Zealand"
"1368",1403,"urn:lsid:nmbe.ch:spidersp:023017","Cycloctenidae","Pakeha","tecta","","Forster & Wilton",1973,0,"New Zealand"
"1369",1404,"urn:lsid:nmbe.ch:spidersp:023030","Cycloctenidae","Paravoca","opaca","","Forster & Wilton",1973,0,"New Zealand"
"1370",1405,"urn:lsid:nmbe.ch:spidersp:023031","Cycloctenidae","Paravoca","otagoensis","","Forster & Wilton",1973,0,"New Zealand"
"1371",1406,"urn:lsid:nmbe.ch:spidersp:040310","Amaurobiidae","Parazanomys","thyasionnes","","Ubick",2005,0,"USA"
"1372",1407,"urn:lsid:nmbe.ch:spidersp:023032","Amaurobiidae","Pimus","desiccatus","","Leech",1972,0,"USA"
"1373",1408,"urn:lsid:nmbe.ch:spidersp:023033","Amaurobiidae","Pimus","eldorado","","Leech",1972,0,"USA"
"1374",1409,"urn:lsid:nmbe.ch:spidersp:023034","Amaurobiidae","Pimus","fractus","","Chamberlin",1920,1,"USA"
"1375",1410,"urn:lsid:nmbe.ch:spidersp:023035","Amaurobiidae","Pimus","hesperellus","","Chamberlin",1947,0,"USA"
"1376",1411,"urn:lsid:nmbe.ch:spidersp:023036","Amaurobiidae","Pimus","iviei","","Leech",1972,0,"USA"
"1377",1412,"urn:lsid:nmbe.ch:spidersp:023037","Amaurobiidae","Pimus","leucus","","Chamberlin",1947,0,"USA"
"1378",1413,"urn:lsid:nmbe.ch:spidersp:023038","Amaurobiidae","Pimus","napa","","Leech",1972,0,"USA"
"1379",1414,"urn:lsid:nmbe.ch:spidersp:023039","Amaurobiidae","Pimus","nawtawaketus","","Leech",1972,0,"USA"
"1380",1415,"urn:lsid:nmbe.ch:spidersp:023040","Amaurobiidae","Pimus","pitus","","Chamberlin",1947,0,"USA"
"1381",1416,"urn:lsid:nmbe.ch:spidersp:023041","Amaurobiidae","Pimus","salemensis","","Leech",1972,0,"USA"
"1382",1417,"urn:lsid:nmbe.ch:spidersp:020362","Desidae","Poaka","graminicola","","Forster & Wilton",1973,0,"New Zealand"
"1383",1418,"urn:lsid:nmbe.ch:spidersp:023042","Amaurobiidae","Pseudauximus","annulatus","","Purcell",1908,0,"South Africa"
"1384",1419,"urn:lsid:nmbe.ch:spidersp:023043","Amaurobiidae","Pseudauximus","pallidus","","Purcell",1904,0,"South Africa"
"1385",1420,"urn:lsid:nmbe.ch:spidersp:023044","Amaurobiidae","Pseudauximus","reticulatus","","Simon",1902,0,"South Africa"
"1386",1421,"urn:lsid:nmbe.ch:spidersp:023045","Amaurobiidae","Retiro","crinitus","","Simon",1893,1,"Venezuela"
"1387",1422,"urn:lsid:nmbe.ch:spidersp:023046","Amaurobiidae","Retiro","fulvipes","","Simon",1906,1,"Ecuador"
"1388",1423,"urn:lsid:nmbe.ch:spidersp:023047","Amaurobiidae","Retiro","granadensis","","Keyserling",1878,1,"Colombia"
"1389",1424,"urn:lsid:nmbe.ch:spidersp:023048","Amaurobiidae","Retiro","gratus","","Bryant",1948,1,"Hispaniola"
"1390",1425,"urn:lsid:nmbe.ch:spidersp:023049","Amaurobiidae","Retiro","lanceolatus","","Vellard",1924,1,"Brazil"
"1391",1426,"urn:lsid:nmbe.ch:spidersp:023050","Amaurobiidae","Retiro","maculatus","","Mello-Leitão",1915,0,"Brazil"
"1392",1427,"urn:lsid:nmbe.ch:spidersp:023051","Amaurobiidae","Retiro","nigronotatus","","Mello-Leitão",1947,0,"Brazil"
"1393",1428,"urn:lsid:nmbe.ch:spidersp:023052","Amaurobiidae","Retiro","plagiatus","","Simon",1893,1,"Venezuela"
"1394",1429,"urn:lsid:nmbe.ch:spidersp:023053","Amaurobiidae","Retiro","procerulus","","Simon",1906,1,"Ecuador"
"1395",1430,"urn:lsid:nmbe.ch:spidersp:023054","Amaurobiidae","Retiro","quitensis","","Simon",1906,1,"Ecuador"
"1396",1431,"urn:lsid:nmbe.ch:spidersp:023055","Amaurobiidae","Retiro","rhombifer","","Simon",1906,1,"Ecuador"
"1397",1432,"urn:lsid:nmbe.ch:spidersp:023056","Amaurobiidae","Retiro","roberti","","Reimoser",1939,1,"Costa Rica"
"1398",1433,"urn:lsid:nmbe.ch:spidersp:023057","Amaurobiidae","Rhoicinaria","maculata","","Keyserling",1878,1,"Colombia"
"1399",1434,"urn:lsid:nmbe.ch:spidersp:023058","Amaurobiidae","Rhoicinaria","rorerae","","Exline",1950,0,"Ecuador"
"1400",1435,"urn:lsid:nmbe.ch:spidersp:023059","Amaurobiidae","Rubrius","annulatus","","F. O. Pickard-Cambridge",1899,0,"Chile"
"1401",1436,"urn:lsid:nmbe.ch:spidersp:023060","Amaurobiidae","Rubrius","antarcticus","","Karsch",1880,1,"Chile, Argentina"
"1402",1437,"urn:lsid:nmbe.ch:spidersp:023061","Amaurobiidae","Rubrius","castaneifrons","","Simon",1884,1,"Chile"
"1403",1438,"urn:lsid:nmbe.ch:spidersp:023062","Amaurobiidae","Rubrius","lineatus","","Roth",1967,0,"Chile"
"1404",1439,"urn:lsid:nmbe.ch:spidersp:023063","Amaurobiidae","Rubrius","major","","Simon",1904,1,"Chile"
"1405",1440,"urn:lsid:nmbe.ch:spidersp:023064","Amaurobiidae","Rubrius","scottae","","Mello-Leitão",1940,0,"Argentina"
"1406",1441,"urn:lsid:nmbe.ch:spidersp:023065","Amaurobiidae","Rubrius","ululus","","Roth",1967,0,"Chile"
"1407",1442,"urn:lsid:nmbe.ch:spidersp:023066","Amaurobiidae","Storenosoma","altum","","Davies",1986,0,"Australia (Queensland, New South Wales)"
"1408",1443,"urn:lsid:nmbe.ch:spidersp:044242","Amaurobiidae","Storenosoma","bifidum","","Milledge",2011,0,"Australia (Victoria)"
"1409",1444,"urn:lsid:nmbe.ch:spidersp:044243","Amaurobiidae","Storenosoma","bondi","","Milledge",2011,0,"Australia (New South Wales)"
"1410",1445,"urn:lsid:nmbe.ch:spidersp:044244","Amaurobiidae","Storenosoma","forsteri","","Milledge",2011,0,"Australia (New South Wales, Australian Capital Territory)"
"1411",1446,"urn:lsid:nmbe.ch:spidersp:044245","Amaurobiidae","Storenosoma","grayi","","Milledge",2011,0,"Australia (New South Wales)"
"1412",1447,"urn:lsid:nmbe.ch:spidersp:044246","Amaurobiidae","Storenosoma","grossum","","Milledge",2011,0,"Australia (Victoria)"
"1413",1448,"urn:lsid:nmbe.ch:spidersp:023067","Amaurobiidae","Storenosoma","hoggi","","Roewer",1942,1,"Australia (New South Wales, Victoria)"
"1414",1449,"urn:lsid:nmbe.ch:spidersp:044247","Amaurobiidae","Storenosoma","picadilly","","Milledge",2011,0,"Australia (New South Wales, Australian Capital Territory)"
"1415",1450,"urn:lsid:nmbe.ch:spidersp:044248","Amaurobiidae","Storenosoma","smithae","","Milledge",2011,0,"Australia (New South Wales)"
"1416",1451,"urn:lsid:nmbe.ch:spidersp:023068","Amaurobiidae","Storenosoma","supernum","","Davies",1986,0,"Australia (Queensland, New South Wales)"
"1417",1452,"urn:lsid:nmbe.ch:spidersp:044249","Amaurobiidae","Storenosoma","tasmaniensis","","Milledge",2011,0,"Australia (Tasmania)"
"1418",1453,"urn:lsid:nmbe.ch:spidersp:023069","Amaurobiidae","Storenosoma","terraneum","","Davies",1986,0,"Australia (Queensland to Victoria)"
"1419",1454,"urn:lsid:nmbe.ch:spidersp:044250","Amaurobiidae","Storenosoma","victoria","","Milledge",2011,0,"Australia (Victoria)"
"1420",1455,"urn:lsid:nmbe.ch:spidersp:041987","Amaurobiidae","Taira","cangshan","","Zhang, Zhu & Song",2008,0,"China"
"1421",1456,"urn:lsid:nmbe.ch:spidersp:041988","Amaurobiidae","Taira","concava","","Zhang, Zhu & Song",2008,0,"China"
"1422",1457,"urn:lsid:nmbe.ch:spidersp:038787","Amaurobiidae","Taira","decorata","","Yin & Bao",2001,1,"China"
"1423",1458,"urn:lsid:nmbe.ch:spidersp:023070","Amaurobiidae","Taira","flavidorsalis","","Yaginuma",1964,1,"China, Japan "
"1424",1459,"urn:lsid:nmbe.ch:spidersp:041989","Amaurobiidae","Taira","latilabiata","","Zhang, Zhu & Song",2008,0,"China"
"1425",1460,"urn:lsid:nmbe.ch:spidersp:038784","Amaurobiidae","Taira","liboensis","","Zhu, Chen & Zhang",2004,0,"China"
"1426",1461,"urn:lsid:nmbe.ch:spidersp:041990","Amaurobiidae","Taira","obtusa","","Zhang, Zhu & Song",2008,0,"China"
"1427",1462,"urn:lsid:nmbe.ch:spidersp:043197","Amaurobiidae","Taira","qiuae","","Wang, Jäger & Zhang",2010,0,"China"
"1428",1463,"urn:lsid:nmbe.ch:spidersp:043198","Amaurobiidae","Taira","sichuanensis","","Wang, Jäger & Zhang",2010,0,"China"
"1429",1464,"urn:lsid:nmbe.ch:spidersp:041991","Amaurobiidae","Taira","sulciformis","","Zhang, Zhu & Song",2008,0,"China"
"1430",1465,"urn:lsid:nmbe.ch:spidersp:043199","Amaurobiidae","Taira","zhui","","Wang, Jäger & Zhang",2010,0,"China"
"1431",1466,"urn:lsid:nmbe.ch:spidersp:023085","Amaurobiidae","Tugana","cavatica","","Bryant",1940,1,"Cuba"
"1432",1467,"urn:lsid:nmbe.ch:spidersp:023086","Amaurobiidae","Tugana","crassa","","Bryant",1948,1,"Hispaniola"
"1433",1468,"urn:lsid:nmbe.ch:spidersp:023087","Amaurobiidae","Tugana","cudina","","Alayón",1992,0,"Cuba"
"1434",1469,"urn:lsid:nmbe.ch:spidersp:038308","Amaurobiidae","Tugana","infumata","","Bryant",1948,1,"Hispaniola"
"1435",1470,"urn:lsid:nmbe.ch:spidersp:023088","Amaurobiidae","Tymbira","brunnea","","Mello-Leitão",1944,0,"Argentina"
"1436",1471,"urn:lsid:nmbe.ch:spidersp:023089","Amaurobiidae","Urepus","rossi","","Roth",1967,0,"Peru"
"1437",1472,"urn:lsid:nmbe.ch:spidersp:023093","Amaurobiidae","Virgilus","normalis","","Roth",1967,0,"Ecuador"
"1438",1473,"urn:lsid:nmbe.ch:spidersp:023094","Amaurobiidae","Wabarra","caverna","","Davies",1996,0,"Australia (Queensland)"
